Process,Function,Job,Discipline,Description,Word_Count,Edited_Description,Valence,Arousal,Dominance,Auditory,Gustatory,Haptic,Interoceptive,Olfactory,Visual,Foot_leg,Hand_arm,Head,Mouth,Torso,Valence_Category,Arousal_Category,Dominance_Category,Auditory_Category,Gustatory_Category,Haptic_Category,Interoceptive_Category,Olfactory_Category,Visual_Category,Foot_leg_Category,Hand_arm_Category,Head_Category,Mouth_Category,Torso_Category
Researchers,Analysts,Data insight professional,Data and R&D,"A Data Insight Professional focuses on extracting meaningful insights from data to support strategic decision-making. They combine data analysis with business acumen to interpret trends, forecast outcomes, and provide recommendations. Their work involves using advanced analytics tools and techniques to delve into large data sets, uncover patterns, and present findings in a way that is accessible to non-technical stakeholders. Data Insight Professionals play a crucial role in helping organizations understand their data, identify opportunities for growth, and make evidence-based decisions that drive success.",83,"['data', 'insight', 'professional', 'focus', 'extracting', 'meaningful', 'insight', 'data', 'support', 'strategic', 'decision-making', 'combine', 'data', 'analysis', 'business', 'acumen', 'interpret', 'trend', 'forecast', 'outcome', 'provide', 'recommendation', 'work', 'involves', 'using', 'advanced', 'analytics', 'tool', 'technique', 'delve', 'large', 'data', 'set', 'uncover', 'pattern', 'present', 'finding', 'way', 'accessible', 'non-technical', 'stakeholder', 'data', 'insight', 'professionals', 'play', 'crucial', 'role', 'helping', 'organization', 'understand', 'data', 'identify', 'opportunity', 'growth', 'make', 'evidence-based', 'decision', 'drive', 'success']",0.6629380841384549,0.5367897848736283,0.6846818988213281,1.7673123896274507,0.24540236774509805,0.920514120784314,1.203144122627451,0.3119354862941176,3.0055139309803907,0.9450279083137256,1.6735488585294118,3.031637944607843,1.4808341544117645,0.8980096689215689,High,High,Extremely High,Moderate,Low,Low,High,Low,Low,Moderate,Low,High,Moderate,Moderate
Researchers,Analysts,Data scientist,Data and R&D,"A Data Scientist is a highly skilled professional who uses advanced statistical methods, machine learning algorithms, and data mining techniques to analyze large and complex data sets. They develop predictive models, perform deep data analysis, and derive insights that can inform business strategies and solve complex problems. Data Scientists work across various sectors, including finance, healthcare, technology, and retail, leveraging their expertise in mathematics, programming, and domain knowledge to transform data into valuable insights. Their work supports innovation, optimizes operations, and drives data-driven decision-making within organizations.",86,"['data', 'scientist', 'highly', 'skilled', 'professional', 'us', 'advanced', 'statistical', 'method', 'machine', 'learning', 'algorithm', 'data', 'mining', 'technique', 'analyze', 'large', 'complex', 'data', 'set', 'develop', 'predictive', 'model', 'perform', 'deep', 'data', 'analysis', 'derive', 'insight', 'inform', 'business', 'strategy', 'solve', 'complex', 'problem', 'data', 'scientists', 'work', 'across', 'various', 'sector', 'including', 'finance', 'healthcare', 'technology', 'retail', 'leveraging', 'expertise', 'mathematics', 'programming', 'domain', 'knowledge', 'transform', 'data', 'valuable', 'insight', 'work', 'support', 'innovation', 'optimizes', 'operation', 'drive', 'data-driven', 'decision-making', 'within', 'organization']",0.6269438726302112,0.5551127209089567,0.6281054852128092,1.7375233750327872,0.24314750911475408,0.8997544583442626,1.0542558052786888,0.2878010196229507,3.068455625295081,0.9948092265573771,1.6730567177213116,3.017402313245902,1.4018142431639347,0.887234399114754,Moderate,High,Moderate,Moderate,Low,Low,Moderate,Low,Low,Moderate,Low,High,Moderate,Moderate
Researchers,Analysts,Econometrician,Data and R&D,"An Econometrician applies statistical and mathematical models to economic data to test hypotheses, forecast trends, and inform policy decisions. They use econometric techniques to analyze economic relationships, measure economic performance, and evaluate the impact of economic policies and interventions. Econometricians work in academia, government, finance, and research institutions, providing insights that help understand economic phenomena and guide economic planning and decision-making. Their expertise is crucial in areas such as market analysis, risk assessment, and economic forecasting, where precise and reliable data interpretation is essential.",84,"['econometrician', 'applies', 'statistical', 'mathematical', 'model', 'economic', 'data', 'test', 'hypothesis', 'forecast', 'trend', 'inform', 'policy', 'decision', 'use', 'econometric', 'technique', 'analyze', 'economic', 'relationship', 'measure', 'economic', 'performance', 'evaluate', 'impact', 'economic', 'policy', 'intervention', 'econometricians', 'work', 'academia', 'government', 'finance', 'research', 'institution', 'providing', 'insight', 'help', 'understand', 'economic', 'phenomenon', 'guide', 'economic', 'planning', 'decision-making', 'expertise', 'crucial', 'area', 'market', 'analysis', 'risk', 'assessment', 'economic', 'forecasting', 'precise', 'reliable', 'data', 'interpretation', 'essential']",0.5609250777364917,0.527669697805638,0.5644808392538331,2.0169890926037732,0.34014725249056604,0.8138914663396226,1.0531628193018867,0.4020092171132075,2.8413785368867917,0.8219717684905659,1.388098243056604,2.886583230698114,1.3769244774716982,0.804366480735849,Extremely Low,Moderate,Extremely Low,Moderate,Moderate,Low,Moderate,Moderate,Extremely Low,Low,Extremely Low,Moderate,Moderate,Low
Researchers,Analysts,Group financial analyst,Data and R&D,"A Group Financial Analyst focuses on the financial performance and strategy of a group of companies or business units within a larger organization. They analyze financial statements, prepare consolidated reports, and provide insights into financial trends and variances. Their work involves budgeting, forecasting, and financial modeling to support strategic planning and decision-making. Group Financial Analysts play a key role in ensuring the financial health of the organization, identifying opportunities for cost savings, and assessing the financial impact of potential investments and business initiatives.",83,"['group', 'financial', 'analyst', 'focus', 'financial', 'performance', 'strategy', 'group', 'company', 'business', 'unit', 'within', 'larger', 'organization', 'analyze', 'financial', 'statement', 'prepare', 'consolidated', 'report', 'provide', 'insight', 'financial', 'trend', 'variance', 'work', 'involves', 'budgeting', 'forecasting', 'financial', 'modeling', 'support', 'strategic', 'planning', 'decision-making', 'group', 'financial', 'analysts', 'play', 'key', 'role', 'ensuring', 'financial', 'health', 'organization', 'identifying', 'opportunity', 'cost', 'saving', 'assessing', 'financial', 'impact', 'potential', 'investment', 'business', 'initiative']",0.6196558347861932,0.5725238392855768,0.6263581759263097,1.8802215697234044,0.20713484536170215,0.8076910047659571,1.0869336592340424,0.25630927810638304,3.217887255744681,0.9532846901063831,1.5562168875957447,2.6594514681702126,1.5282806647446814,0.8895963180638295,Low,Extremely High,Moderate,Moderate,Low,Low,Moderate,Low,Moderate,Moderate,Low,Low,High,Moderate
Researchers,Analysts,Information analyst,Data and R&D,"An Information Analyst collects, processes, and analyzes data to provide insights that support organizational decision-making. They work with large data sets, using various analytical tools and techniques to identify trends, patterns, and anomalies. Information Analysts are responsible for ensuring data accuracy and integrity, generating reports, and presenting findings to stakeholders. Their work helps organizations understand their data, optimize operations, and develop strategies based on empirical evidence. Information Analysts are essential in sectors such as healthcare, finance, marketing, and public policy, where data-driven insights are crucial for success.",87,"['information', 'analyst', 'collect', 'process', 'analyzes', 'data', 'provide', 'insight', 'support', 'organizational', 'decision-making', 'work', 'large', 'data', 'set', 'using', 'various', 'analytical', 'tool', 'technique', 'identify', 'trend', 'pattern', 'anomaly', 'information', 'analysts', 'responsible', 'ensuring', 'data', 'accuracy', 'integrity', 'generating', 'report', 'presenting', 'finding', 'stakeholder', 'work', 'help', 'organization', 'understand', 'data', 'optimize', 'operation', 'develop', 'strategy', 'based', 'empirical', 'evidence', 'information', 'analysts', 'essential', 'sector', 'healthcare', 'finance', 'marketing', 'public', 'policy', 'data-driven', 'insight', 'crucial', 'success']",0.6153000160626306,0.5194590266893004,0.6308649178610064,1.8705835972830185,0.23746446799999998,0.904955464528302,0.9812644034339622,0.30431813152830184,2.965500141509433,0.8384376843584906,1.5691486561698116,2.9571403831509433,1.4773393309811327,0.8226376109245285,Low,Moderate,Moderate,Moderate,Low,Low,Moderate,Low,Low,Low,Low,High,Moderate,Low
Researchers,Analysts,Market research data analyst,Data and R&D,"A Market Research Data Analyst specializes in interpreting data collected from market research activities to provide actionable insights for businesses. They analyze survey results, customer feedback, and other market data to identify trends, preferences, and areas for improvement. Their role involves using statistical software and analytical techniques to turn raw data into meaningful information that can inform marketing strategies, product development, and competitive analysis. Market Research Data Analysts play a critical role in helping businesses understand their target audience, measure the effectiveness of marketing campaigns, and make informed decisions that drive growth and profitability.",94,"['market', 'research', 'data', 'analyst', 'specializes', 'interpreting', 'data', 'collected', 'market', 'research', 'activity', 'provide', 'actionable', 'insight', 'business', 'analyze', 'survey', 'result', 'customer', 'feedback', 'market', 'data', 'identify', 'trend', 'preference', 'area', 'improvement', 'role', 'involves', 'using', 'statistical', 'software', 'analytical', 'technique', 'turn', 'raw', 'data', 'meaningful', 'information', 'inform', 'marketing', 'strategy', 'product', 'development', 'competitive', 'analysis', 'market', 'research', 'data', 'analysts', 'play', 'critical', 'role', 'helping', 'business', 'understand', 'target', 'audience', 'measure', 'effectiveness', 'marketing', 'campaign', 'make', 'informed', 'decision', 'drive', 'growth', 'profitability']",0.6261098131077619,0.531565199520428,0.6592447722377907,1.9809264251269836,0.3935393216349205,0.8999966733809525,1.0556501796349207,0.4878516833650793,3.264694405126983,1.0101624485396825,1.6478063530476188,2.979052364682539,1.5893794435079363,0.9208947846825397,Moderate,Moderate,High,Moderate,High,Low,Moderate,High,Moderate,Moderate,Low,High,High,Moderate
Researchers,Analysts,Research analyst,Data and R&D,"A Research Analyst conducts detailed research and analysis on various topics to support decision-making within an organization. They gather information from multiple sources, analyze data, and synthesize findings into comprehensive reports and presentations. Research Analysts work in diverse fields, including finance, market research, policy analysis, and business strategy, providing insights that help organizations understand trends, evaluate opportunities, and mitigate risks. Their analytical skills, attention to detail, and ability to communicate complex information clearly make them valuable assets in any data-driven environment.",81,"['research', 'analyst', 'conduct', 'detailed', 'research', 'analysis', 'various', 'topic', 'support', 'decision-making', 'within', 'organization', 'gather', 'information', 'multiple', 'source', 'analyze', 'data', 'synthesize', 'finding', 'comprehensive', 'report', 'presentation', 'research', 'analysts', 'work', 'diverse', 'field', 'including', 'finance', 'market', 'research', 'policy', 'analysis', 'business', 'strategy', 'providing', 'insight', 'help', 'organization', 'understand', 'trend', 'evaluate', 'opportunity', 'mitigate', 'risk', 'analytical', 'skill', 'attention', 'detail', 'ability', 'communicate', 'complex', 'information', 'clearly', 'make', 'valuable', 'asset', 'data-driven', 'environment']",0.6221803704233494,0.5177954993321109,0.6547738517777691,2.1236929547368417,0.4158747248771929,0.9959822589473684,1.074591357508772,0.4736873353684211,3.1503514583333336,0.9179500084561402,1.6452259644385965,3.1119319175789464,1.606138261701754,0.8519443295087721,Moderate,Moderate,High,High,High,Low,Moderate,Moderate,Low,Low,Low,High,High,Low
Researchers,Analysts,Senior data analyst,Data and R&D,"A Senior Data Analyst leads data analysis projects and provides advanced analytical support to organizations. They are responsible for designing and implementing data analysis methodologies, overseeing data collection and processing, and generating insights that drive strategic decision-making. Senior Data Analysts often mentor junior analysts, ensuring the accuracy and quality of their work, and collaborate with other departments to align data initiatives with business goals. Their expertise in statistical analysis, data visualization, and business intelligence tools makes them key players in leveraging data to optimize operations, enhance performance, and achieve organizational objectives.",91,"['senior', 'data', 'analyst', 'lead', 'data', 'analysis', 'project', 'provides', 'advanced', 'analytical', 'support', 'organization', 'responsible', 'designing', 'implementing', 'data', 'analysis', 'methodology', 'overseeing', 'data', 'collection', 'processing', 'generating', 'insight', 'drive', 'strategic', 'decision-making', 'senior', 'data', 'analysts', 'often', 'mentor', 'junior', 'analyst', 'ensuring', 'accuracy', 'quality', 'work', 'collaborate', 'department', 'align', 'data', 'initiative', 'business', 'goal', 'expertise', 'statistical', 'analysis', 'data', 'visualization', 'business', 'intelligence', 'tool', 'make', 'key', 'player', 'leveraging', 'data', 'optimize', 'operation', 'enhance', 'performance', 'achieve', 'organizational', 'objective']",0.6423829964775291,0.518180635938399,0.6569832572256723,1.6228711905517244,0.26011155206896547,0.8588866443620691,0.9934207688793107,0.3057097337068966,3.13528368712069,0.7310676203103449,1.534931158672414,2.9768020774655173,1.3394928126724142,0.6769738941551724,Moderate,Moderate,High,Low,Low,Low,Moderate,Low,Low,Low,Low,High,Moderate,Low
Researchers,Analysts,Statistician,Data and R&D,"A Statistician applies mathematical theories and techniques to collect, analyze, and interpret data in order to solve real-world problems and make informed decisions. They design surveys and experiments, develop statistical models, and use software to perform complex data analysis. Statisticians work in various sectors, including healthcare, government, finance, and research, where they contribute to policy development, clinical trials, market research, and risk assessment. Their ability to transform data into meaningful insights helps organizations understand trends, evaluate outcomes, and make data-driven decisions that enhance effectiveness and efficiency.",86,"['statistician', 'applies', 'mathematical', 'theory', 'technique', 'collect', 'analyze', 'interpret', 'data', 'order', 'solve', 'real-world', 'problem', 'make', 'informed', 'decision', 'design', 'survey', 'experiment', 'develop', 'statistical', 'model', 'use', 'software', 'perform', 'complex', 'data', 'analysis', 'statisticians', 'work', 'various', 'sector', 'including', 'healthcare', 'government', 'finance', 'research', 'contribute', 'policy', 'development', 'clinical', 'trial', 'market', 'research', 'risk', 'assessment', 'ability', 'transform', 'data', 'meaningful', 'insight', 'help', 'organization', 'understand', 'trend', 'evaluate', 'outcome', 'make', 'data-driven', 'decision', 'enhance', 'effectiveness', 'efficiency']",0.6043842771045955,0.5447078051370875,0.6034151436663876,1.9120903823389828,0.39075221166101687,0.8844561399661018,1.1395507388305082,0.43962505193220325,3.0394606574745757,0.8998400140847456,1.7002188319152542,3.035869689627119,1.4810530648305091,0.8684628135084749,Low,High,Low,Moderate,High,Low,High,Moderate,Low,Low,Low,High,Moderate,Low
Directors,Strategists/Planners,Advertising account planner,Marketing,"An Advertising Account Planner works to understand consumer behavior and develop strategies that effectively target and engage the audience. They conduct market research, analyze data, and use insights to craft advertising campaigns that resonate with the target demographic. By collaborating with creative teams and clients, they ensure that campaigns are aligned with business objectives and brand identity. Their role is crucial in shaping the strategic direction of advertising efforts, ensuring messages are impactful and achieve desired outcomes.",77,"['advertising', 'account', 'planner', 'work', 'understand', 'consumer', 'behavior', 'develop', 'strategy', 'effectively', 'target', 'engage', 'audience', 'conduct', 'market', 'research', 'analyze', 'data', 'use', 'insight', 'craft', 'advertising', 'campaign', 'resonate', 'target', 'demographic', 'collaborating', 'creative', 'team', 'client', 'ensure', 'campaign', 'aligned', 'business', 'objective', 'brand', 'identity', 'role', 'crucial', 'shaping', 'strategic', 'direction', 'advertising', 'effort', 'ensuring', 'message', 'impactful', 'achieve', 'desired', 'outcome']",0.5990144979898891,0.5254290552735374,0.6392603071681133,2.1058185290212768,0.2797387137234042,0.8014696642978724,1.0818795536808508,0.34290084831914885,3.056092029659575,0.9704277798085107,1.671540432957447,3.037047163914893,1.6330022235531916,0.9407586597659575,Low,Moderate,Moderate,High,Moderate,Low,Moderate,Moderate,Low,Moderate,Low,High,High,Moderate
Directors,Strategists/Planners,Communications planner,Marketing,"A Communications Planner develops and coordinates communication strategies to effectively convey messages to target audiences. They analyze market trends, audience demographics, and media channels to plan and implement campaigns that enhance brand visibility and engagement. Communications Planners work closely with marketing, PR, and advertising teams to ensure consistency in messaging across all platforms. Their expertise in media planning, content creation, and audience segmentation helps organizations achieve their communication goals and build strong relationships with their audience.",76,"['communications', 'planner', 'develops', 'coordinate', 'communication', 'strategy', 'effectively', 'convey', 'message', 'target', 'audience', 'analyze', 'market', 'trend', 'audience', 'demographic', 'medium', 'channel', 'plan', 'implement', 'campaign', 'enhance', 'brand', 'visibility', 'engagement', 'communications', 'planners', 'work', 'closely', 'marketing', 'pr', 'advertising', 'team', 'ensure', 'consistency', 'messaging', 'across', 'platform', 'expertise', 'medium', 'planning', 'content', 'creation', 'audience', 'segmentation', 'help', 'organization', 'achieve', 'communication', 'goal', 'build', 'strong', 'relationship', 'audience']",0.6317009280635641,0.522763007440861,0.6472591930968212,2.1784648766666668,0.33128608156249995,1.0528979827083333,1.0445548206666664,0.39105631660416657,3.393614547937499,1.0967903108958332,1.8702778755,2.8215764705416664,1.7168195672291662,1.0338739571875,Moderate,Moderate,Moderate,High,Moderate,Moderate,Moderate,Moderate,High,Moderate,Moderate,Moderate,High,Moderate
Directors,Strategists/Planners,Junior account planner,Marketing,"A Junior Account Planner supports the account planning team in researching and developing advertising strategies. They assist in gathering market data, analyzing consumer behavior, and identifying key insights that inform campaign development. Junior Account Planners often collaborate with senior planners, creative teams, and clients to ensure that campaigns are grounded in solid research and aligned with client objectives. This entry-level role provides valuable experience in market analysis, strategic thinking, and campaign planning.",72,"['junior', 'account', 'planner', 'support', 'account', 'planning', 'team', 'researching', 'developing', 'advertising', 'strategy', 'assist', 'gathering', 'market', 'data', 'analyzing', 'consumer', 'behavior', 'identifying', 'key', 'insight', 'inform', 'campaign', 'development', 'junior', 'account', 'planners', 'often', 'collaborate', 'senior', 'planner', 'creative', 'team', 'client', 'ensure', 'campaign', 'grounded', 'solid', 'research', 'aligned', 'client', 'objective', 'entry-level', 'role', 'provides', 'valuable', 'experience', 'market', 'analysis', 'strategic', 'thinking', 'campaign', 'planning']",0.6235791866911751,0.47302478544643906,0.6520762267269137,2.1274265584186045,0.3509734216976744,0.9940705320697673,1.0322434923255814,0.42547504267441855,3.100916167767442,0.8028076190465118,1.417869628534884,2.772395794837209,1.5324482650930233,0.7702947415813953,Moderate,Low,High,High,Moderate,Low,Moderate,Moderate,Low,Low,Extremely Low,Moderate,High,Low
Directors,Strategists/Planners,Media strategist,Marketing,"A Media Strategist is responsible for planning and executing media campaigns that effectively reach target audiences. They analyze media consumption patterns, evaluate different media channels, and allocate budgets to maximize campaign impact. Media Strategists work with advertising, marketing, and PR teams to develop integrated media plans that align with overall marketing strategies. Their role involves constant monitoring and optimization of campaigns to ensure they deliver desired results and stay within budget.",71,"['media', 'strategist', 'responsible', 'planning', 'executing', 'medium', 'campaign', 'effectively', 'reach', 'target', 'audience', 'analyze', 'medium', 'consumption', 'pattern', 'evaluate', 'different', 'medium', 'channel', 'allocate', 'budget', 'maximize', 'campaign', 'impact', 'media', 'strategists', 'work', 'advertising', 'marketing', 'pr', 'team', 'develop', 'integrated', 'medium', 'plan', 'align', 'overall', 'marketing', 'strategy', 'role', 'involves', 'constant', 'monitoring', 'optimization', 'campaign', 'ensure', 'deliver', 'desired', 'result', 'stay', 'within', 'budget']",0.5695666117143557,0.5103322854023102,0.6173601348871794,2.061977762688889,0.37020847975555554,0.9261976248888886,1.066318474311111,0.37427968704444453,3.1282981503111102,0.8969502981555556,1.5156213915777776,2.736988922044444,1.4740600858888888,0.9104729937333333,Extremely Low,Moderate,Low,High,Moderate,Low,Moderate,Moderate,Low,Low,Low,Moderate,Moderate,Moderate
Directors,Strategists/Planners,Senior account planner,Marketing,"A Senior Account Planner leads the strategic planning process for advertising campaigns, leveraging their extensive experience in market research and consumer insights. They work closely with clients to understand their business goals and translate them into effective advertising strategies. Senior Account Planners oversee the development of campaign briefs, guide creative teams, and ensure that campaigns are data-driven and impactful. Their expertise helps in crafting compelling messages that resonate with target audiences and drive business growth.",75,"['senior', 'account', 'planner', 'lead', 'strategic', 'planning', 'process', 'advertising', 'campaign', 'leveraging', 'extensive', 'experience', 'market', 'research', 'consumer', 'insight', 'work', 'closely', 'client', 'understand', 'business', 'goal', 'translate', 'effective', 'advertising', 'strategy', 'senior', 'account', 'planners', 'oversee', 'development', 'campaign', 'brief', 'guide', 'creative', 'team', 'ensure', 'campaign', 'data-driven', 'impactful', 'expertise', 'help', 'crafting', 'compelling', 'message', 'resonate', 'target', 'audience', 'drive', 'business', 'growth']",0.6124914520482243,0.52670507668082,0.6351094737711095,2.33799160776087,0.32869968643478265,0.9132252604999999,1.1004747808695654,0.4177518624782607,3.169146385999999,1.0651986957391306,1.5883780646521741,2.9254702282826086,1.743051226521739,0.9733041722608694,Low,Moderate,Moderate,High,Moderate,Low,High,Moderate,Moderate,Moderate,Low,High,High,Moderate
Directors,Strategists/Planners,Strategic planner,Marketing,"A Strategic Planner focuses on long-term planning and developing comprehensive strategies to achieve business objectives. They conduct in-depth market analysis, identify trends, and evaluate competitive landscapes to formulate strategic recommendations. Strategic Planners work across various departments, including marketing, sales, and product development, to ensure alignment with organizational goals. Their role is crucial in shaping the direction of the company, driving innovation, and ensuring sustainable growth.",65,"['strategic', 'planner', 'focus', 'long-term', 'planning', 'developing', 'comprehensive', 'strategy', 'achieve', 'business', 'objective', 'conduct', 'in-depth', 'market', 'analysis', 'identify', 'trend', 'evaluate', 'competitive', 'landscape', 'formulate', 'strategic', 'recommendation', 'strategic', 'planners', 'work', 'across', 'various', 'department', 'including', 'marketing', 'sale', 'product', 'development', 'ensure', 'alignment', 'organizational', 'goal', 'role', 'crucial', 'shaping', 'direction', 'company', 'driving', 'innovation', 'ensuring', 'sustainable', 'growth']",0.6392775334624495,0.5036336028137173,0.6758535154317751,1.787076720952381,0.3675762249047618,0.9594250474761904,1.0717238106190474,0.4547033308809525,3.1045719819523807,1.0393984206428573,1.5652930590714287,2.96611417397619,1.5236065823809526,0.9123929840238095,Moderate,Moderate,Extremely High,Moderate,Moderate,Low,Moderate,Moderate,Low,Moderate,Low,High,Moderate,Moderate
Directors,Executives/Officers/Heads Of,Access officer,Moving Image & Theatre,"An Access Officer works to ensure that facilities, services, and information are accessible to all individuals, particularly those with disabilities. They assess accessibility barriers, recommend improvements, and implement policies that promote inclusivity. Access Officers collaborate with architects, designers, and organizational leaders to create environments that are compliant with accessibility standards and regulations. Their efforts help organizations provide equal access and enhance the user experience for everyone.",66,"['access', 'officer', 'work', 'ensure', 'facility', 'service', 'information', 'accessible', 'individual', 'particularly', 'disability', 'ass', 'accessibility', 'barrier', 'recommend', 'improvement', 'implement', 'policy', 'promote', 'inclusivity', 'access', 'officers', 'collaborate', 'architect', 'designer', 'organizational', 'leader', 'create', 'environment', 'compliant', 'accessibility', 'standard', 'regulation', 'effort', 'help', 'organization', 'provide', 'equal', 'access', 'enhance', 'user', 'experience', 'everyone']",0.6191678553434062,0.5133914814867037,0.6014989504165716,1.8253593654634144,0.3471646764634146,1.1207226160243904,1.0189015458536583,0.4336401242682927,3.107661889707317,1.2359221498536583,1.9057204251463413,2.66606800302439,1.6102936778292682,1.0740912496341462,Low,Moderate,Low,Moderate,Moderate,Moderate,Moderate,Moderate,Low,High,Moderate,Low,High,Moderate
